Route_name,Route_link,Bus_name,Bus_type,Start_time,Total_duration,End_time,Ratings,Price,Seats_Available
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0110,Pink Express AC Seater 2+2,19:01:00,09h 44m,04:45:00,3.7,1005.0,41
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - AWD0240,Janrath AC Seater 2+3,20:02:00,09h 28m,05:30:00,1.9,877.0,48
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0111,Pink Express AC Seater 2+2,21:31:00,09h 14m,06:45:00,1.9,1005.0,41
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0092,Janrath AC Seater 2+2,22:30:00,08h 15m,06:45:00,3.8,1005.0,36
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0116,Pink Express AC Seater 2+2,22:31:00,08h 14m,06:45:00,3.8,1005.0,41
Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),21:40:00,09h 20m,07:00:00,4.1,899.0,36
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - GRH0167,Ordinary Non AC Seater 2+3,08:35:00,06h 40m,15:15:00,3.3,453.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - FZG0001,Ordinary Non AC Seater 2+3,10:50:00,08h 10m,19:00:00,3.3,440.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - MHB0267,Ordinary Non AC Seater 2+3,11:11:00,07h 17m,18:28:00,3.3,444.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - VKS0001,Janrath AC Seater 2+2,13:30:00,07h 30m,21:00:00,3.4,624.0,34
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - AZN0295,Ordinary Non AC Seater 2+3,15:46:00,07h 39m,23:25:00,3.3,434.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - FZG0007,Ordinary Non AC Seater 2+3,16:30:00,08h 00m,00:30:00,3.3,409.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - BND0029,Ordinary Non AC Seater 2+3,18:30:00,07h 10m,01:40:00,3.3,409.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - LDR0133,Ordinary Non AC Seater 2+3,19:00:00,07h 08m,02:08:00,3.3,409.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - LDR0136,Ordinary Non AC Seater 2+3,20:00:00,07h 10m,03:10:00,3.3,449.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - VKS0005,Janrath AC Seater 2+3,20:00:00,08h 00m,04:00:00,2.7,556.0,48
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - BLY0094,Janrath AC Seater 2+2,22:01:00,07h 00m,05:01:00,3.8,639.0,36
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - PLB0044,Ordinary Non AC Seater 2+3,22:45:00,06h 15m,05:00:00,2.3,442.0,52
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,UPSRTC - BLY0096,Janrath AC Seater 2+2,23:03:00,06h 58m,06:01:00,3.8,639.0,36
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Samay Shatabdi Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:00:00,06h 45m,02:45:00,4.5,1099.0,9
Kanpur (Uttar Pradesh) to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/kanpur-to-bareilly,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30:00,08h 20m,03:50:00,3.2,849.0,20
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0064,Ordinary Non AC Seater 2+3,01:30:00,06h 00m,07:30:00,3.3,404.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0035,Ordinary Non AC Seater 2+3,02:30:00,06h 15m,08:45:00,3.3,404.0,51
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0026,Ordinary Non AC Seater 2+3,03:30:00,06h 30m,10:00:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0023,Ordinary Non AC Seater 2+3,04:00:00,06h 00m,10:00:00,1.4,443.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - SKD0021,Ordinary Non AC Seater 2+3,05:30:00,08h 15m,13:45:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - GNA0072,Ordinary Non AC Seater 2+3,06:20:00,05h 40m,12:00:00,3.3,367.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0351,Ordinary Non AC Seater 2+3,10:05:00,05h 00m,15:05:00,3.3,404.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0210,Ordinary Non AC Seater 2+3,10:45:00,04h 50m,15:35:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0355,Ordinary Non AC Seater 2+3,10:50:00,04h 50m,15:40:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - KSB0003,Shatabdi AC Seater 2+2,11:00:00,06h 00m,17:00:00,3.5,555.0,33
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0216,Ordinary Non AC Seater 2+3,11:00:00,04h 50m,15:50:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0363,Ordinary Non AC Seater 2+3,11:05:00,04h 50m,15:55:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0366,Ordinary Non AC Seater 2+3,12:03:00,04h 52m,16:55:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0374,Ordinary Non AC Seater 2+3,12:05:00,04h 50m,16:55:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0222,Ordinary Non AC Seater 2+3,12:30:00,04h 50m,17:20:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0019,Ordinary Non AC Seater 2+3,12:30:00,06h 30m,19:00:00,3.3,403.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0377,Ordinary Non AC Seater 2+3,12:36:00,04h 45m,17:21:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0040,Ordinary Non AC Seater 2+3,13:00:00,06h 30m,19:30:00,3.3,411.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - LNI0224,Ordinary Non AC Seater 2+3,13:00:00,04h 50m,17:50:00,3.3,368.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - GRH0088,Ordinary Non AC Seater 2+3,14:00:00,07h 05m,21:05:00,3.3,403.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0037,Ordinary Non AC Seater 2+3,14:00:00,06h 20m,20:20:00,3.3,411.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - GRH0089,Ordinary Non AC Seater 2+3,14:30:00,07h 05m,21:35:00,3.3,403.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - KRJ0454,Ordinary Non AC Seater 2+3,14:31:00,06h 04m,20:35:00,3.3,370.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0042,Ordinary Non AC Seater 2+3,15:30:00,06h 30m,22:00:00,3.3,411.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - HDD0299,Ordinary Non AC Seater 2+3,18:01:00,03h 53m,21:54:00,3.3,372.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0044,Ordinary Non AC Seater 2+3,19:00:00,06h 30m,01:30:00,3.3,411.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - BDN0046,Ordinary Non AC Seater 2+3,21:00:00,06h 30m,03:30:00,3.3,411.0,52
Delhi to Badaun,https://www.redbus.in/bus-tickets/delhi-to-badaun,UPSRTC - KSB0005,Shatabdi AC Seater 2+2,23:00:00,06h 00m,05:00:00,2.5,555.0,35
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - TAJ0015,Janrath AC Seater 2+2,00:59:00,07h 56m,08:55:00,3.3,778.0,34
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - JNP0092,Ordinary Non AC Seater 2+3,04:00:00,09h 00m,13:00:00,3.3,664.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - JNP0140,Ordinary Non AC Seater 2+3,05:00:00,11h 30m,16:30:00,3.3,664.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - KSH0139,Ordinary Non AC Seater 2+3,05:02:00,10h 48m,15:50:00,3.3,614.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - JNP0142,Ordinary Non AC Seater 2+3,05:30:00,12h 30m,18:00:00,3.3,614.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - KSH0020,Ordinary Non AC Seater 2+3,06:00:00,12h 01m,18:01:00,3.3,614.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - KSH0138,Ordinary Non AC Seater 2+3,06:01:00,12h 30m,18:31:00,3.3,614.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - KSH0117,Ordinary Non AC Seater 2+3,06:10:00,10h 41m,16:51:00,3.3,614.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - JNP0190,Ordinary Non AC Seater 2+3,06:38:00,10h 57m,17:35:00,3.3,614.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - KSH0143,Ordinary Non AC Seater 2+3,07:01:00,10h 49m,17:50:00,3.3,614.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - KSH0136,Ordinary Non AC Seater 2+3,07:02:00,13h 31m,20:33:00,3.3,614.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - VKS0432,Janrath AC Seater 2+2,07:15:00,08h 00m,15:15:00,3.3,795.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - VKS0021,Janrath AC Seater 2+2,08:45:00,07h 45m,16:30:00,3.3,750.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - VKS0490,Janrath AC Seater 2+2,08:46:00,07h 45m,16:31:00,3.3,745.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - VKS0025,Janrath AC Seater 2+2,09:30:00,07h 30m,17:00:00,3.3,750.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - VKS0492,Janrath AC Seater 2+2,09:31:00,07h 34m,17:05:00,3.3,745.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - KDN0027,Janrath AC Seater 2+2,12:01:00,08h 29m,20:30:00,3.3,750.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - KDN0003,Janrath AC Seater 2+3,19:00:00,08h 25m,03:25:00,2.9,692.0,43
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - VKS0050,Janrath AC Seater 2+3,21:50:00,08h 00m,05:50:00,2.4,678.0,48
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - CNT0027,Janrath AC Seater 2+3,22:29:00,08h 44m,07:13:00,3.2,647.0,48
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - CNT0072,Janrath AC Seater 2+3,23:28:00,08h 02m,07:30:00,3.0,647.0,48
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - CNT0207,Ordinary Non AC Seater 2+3,23:30:00,07h 30m,07:00:00,3.3,516.0,52
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,UPSRTC - JHD0040,Janrath AC Seater 2+3,23:59:00,07h 41m,07:40:00,3.3,678.0,48
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),22:00:00,07h 30m,05:30:00,3.5,849.0,26
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Gola Bus Service,Bharat Benz A/C Seater /Sleeper (2+1),02:50:00,06h 30m,09:20:00,3.6,1399.0,15
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Shri mahavir tour and travels,AC Sleeper (2+1),04:05:00,06h 20m,10:25:00,3.0,1200.0,26
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,BSS COOL COOL TRAVELS,A/C Seater / Sleeper (2+1),02:40:00,07h 05m,09:45:00,3.3,698.0,33
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Shri mahavir tour and travels,AC Sleeper (2+1),05:50:00,07h 20m,13:10:00,2.8,1200.0,17
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),00:05:00,06h 30m,06:35:00,1.4,570.0,38
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),03:35:00,06h 35m,10:10:00,3.0,540.0,32
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Raj Shila Travels,A/C Seater / Sleeper (2+2),06:10:00,06h 10m,12:20:00,1.0,790.0,25
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),03:40:00,07h 05m,10:45:00,2.1,900.0,33
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),01:00:00,06h 15m,07:15:00,1.5,810.0,26
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,zingbus Maxx,Volvo 9600 Multi-Axle A/C Sleeper (2+1),03:50:00,06h 25m,10:15:00,4.4,1642.0,10
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Gola Bus Service,VE A/C Seater / Sleeper (2+1),01:00:00,06h 20m,07:20:00,3.6,2559.0,13
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Gola Bus Service,Bharat Benz A/C Sleeper (2+1),01:50:00,06h 30m,08:20:00,3.6,810.0,21
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Rajat Travels,A/C Seater/Sleeper (2+1),03:30:00,06h 35m,10:05:00,3.3,664.0,40
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,HIGHWAY STAR TRAVEL & CARGO,A/C Seater/Sleeper (2+1),03:45:00,06h 45m,10:30:00,3.0,949.0,30
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),01:10:00,07h 05m,08:15:00,1.8,900.0,32
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),03:45:00,06h 35m,10:20:00,3.0,1029.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,DIVA BUS,AC Sleeper (2+1),23:00:00,05h 00m,04:00:00,3.6,2000.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,DIVA BUS,AC Sleeper (2+1),05:05:00,05h 35m,10:40:00,3.6,171429.0,36
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,FlixBus,Bharat Benz A/C Sleeper (2+1),04:45:00,05h 35m,10:20:00,3.4,73125.0,7
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,Dev Darbar Travel Agency,A/C Sleeper (2+1),06:37:00,01h 53m,08:30:00,2.4,4589.0,37
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,AMBIKA TRAVELS AND CARGO,A/C Sleeper (2+1),02:35:00,06h 45m,09:20:00,4.2,3500.0,25
Kanpur (Uttar Pradesh) to Varanasi,https://www.redbus.in/bus-tickets/kanpur-to-varanasi,"Shri Balaji Travels,Jaipur",A/C Seater / Sleeper (2+1),03:30:00,06h 40m,10:10:00,0.0,599.0,28
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - STD0554,Ordinary Non AC Seater 2+3,05:33:00,06h 31m,12:04:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRG0233,Ordinary Non AC Seater 2+3,06:00:00,05h 45m,11:45:00,3.3,435.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - BLY0115,Janrath AC Seater 2+2,06:01:00,05h 29m,11:30:00,4.8,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRG0039,Ordinary Non AC Seater 2+3,07:00:00,05h 36m,12:36:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - BLY0650,Janrath AC Seater 2+3,07:05:00,05h 15m,12:20:00,3.3,542.0,48
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - BRT0064,Ordinary Non AC Seater 2+3,08:00:00,06h 15m,14:15:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - RKD0034,Janrath AC Seater 2+2,08:00:00,05h 30m,13:30:00,4.5,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - GRH0025,Ordinary Non AC Seater 2+3,08:30:00,07h 15m,15:45:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - RBL0066,Ordinary Non AC Seater 2+3,09:00:00,06h 00m,15:00:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - BRT0065,Ordinary Non AC Seater 2+3,09:00:00,06h 15m,15:15:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRD1031,Janrath AC Seater 2+3,11:01:00,05h 54m,16:55:00,3.3,542.0,48
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRD1021,Janrath AC Seater 2+2,12:01:00,05h 44m,17:45:00,3.3,620.0,34
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - RKD0030,Janrath AC Seater 2+2,13:30:00,05h 30m,19:00:00,4.2,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - BLY0128,Janrath AC Seater 2+2,14:01:00,05h 59m,20:00:00,3.3,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRD1027,Janrath AC Seater 2+2,14:31:00,05h 44m,20:15:00,3.3,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - BRT0007,Ordinary Non AC Seater 2+3,15:00:00,06h 15m,21:15:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - MZF0115,Janrath AC Seater 2+2,15:31:00,05h 38m,21:09:00,3.3,628.0,34
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - LNI0017,Rajdhani Non AC Seater 2+3,16:00:00,05h 30m,21:30:00,3.3,429.0,51
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - BLY0143,Janrath AC Seater 2+3,16:20:00,06h 00m,22:20:00,3.3,542.0,48
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRG0008,Janrath AC Seater 2+2,17:00:00,06h 30m,23:30:00,3.3,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - AWD0224,Shatabdi AC Seater 2+2,17:00:00,06h 15m,23:15:00,3.3,620.0,37
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - GRH0126,Ordinary Non AC Seater 2+3,17:30:00,06h 46m,00:16:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRG0745,Ordinary Non AC Seater 2+3,17:35:00,05h 35m,23:10:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - MRD0148,Janrath AC Seater 2+2,18:03:00,05h 27m,23:30:00,3.3,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SBD0582,Pink Express AC Seater 2+2,19:02:00,05h 43m,00:45:00,3.3,620.0,41
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRD1025,Janrath AC Seater 2+2,19:32:00,05h 43m,01:15:00,3.3,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - GND0100,Ordinary Non AC Seater 2+3,20:02:00,04h 58m,01:00:00,3.3,435.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - RKD0036,Janrath AC Seater 2+2,20:30:00,05h 30m,02:00:00,3.3,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SBD0093,Janrath AC Seater 2+2,21:00:00,04h 25m,01:25:00,2.8,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SBD0118,Pink Express AC Seater 2+2,21:01:00,04h 24m,01:25:00,3.3,620.0,41
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - CBG0092,Pink Express AC Seater 2+2,21:01:00,05h 44m,02:45:00,3.3,620.0,41
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SRG0033,Ordinary Non AC Seater 2+3,22:00:00,05h 36m,03:36:00,3.3,429.0,52
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - MRD0007,Janrath AC Seater 2+2,22:00:00,06h 15m,04:15:00,3.3,620.0,36
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - SBD0114,Pink Express AC Seater 2+2,22:01:00,04h 59m,03:00:00,3.3,620.0,41
Lucknow to Bareilly (Uttar Pradesh),https://www.redbus.in/bus-tickets/lucknow-to-bareilly,UPSRTC - BLY0121,Janrath AC Seater 2+2,22:31:00,05h 29m,04:00:00,3.3,620.0,36
